"sample","bottom","mid","top","total"
"9010.d.52","16","24","12","52"
"9010.d.53","18","27","9","54"
"9010.d.54","17","26","9","52"
"9010.d.55","15","23","8","46"
"9010.d.56","12","23","11","46"
"9010.d.57","11","33","24","68"
"9010.d.58","11","36","28","75"
"9010.d.59","11","24","16","51"
"9010.d.60","9","19","13","41"
"9013.d.2","0","34","35","69"
"9013.d.3","2","35","34","71"
"9013.d.4","2","52","51","105"
"9013.d.5","2","88","86","176"
"9013.d.6","4","101","98","203"
"9013.d.7","4","92","89","185"
"9013.d.8","4","85","82","171"
"9013.d.9","6","76","72","154"
"9013.d.10","7","81","78","166"
"9013.d.11","6","58","57","121"
"9013.d.12","9","48","43","100"
"9013.d.13","10","79","73","162"
"9013.d.14","9","77","71","157"
"9013.d.15","7","84","79","170"
"9013.d.16","3","99","97","199"
"9013.d.17","2","81","79","162"
"9013.d.18","1","73","72","146"
"9013.d.19","2","75","73","150"
"9013.d.20","5","74","70","149"
"9013.d.21","6","69","66","141"
"9013.d.22","6","84","81","171"
"9013.d.23","4","73","70","147"
"9013.d.24","5","56","50","111"
"9013.d.25","6","64","59","129"
"9013.d.26","3","48","48","99"
"9013.d.27","4","53","52","109"
"9013.d.28","5","79","75","159"
"9013.d.29","4","66","62","132"
"9013.d.30","6","42","37","85"
"9013.d.31","6","40","36","82"
"9013.d.32","5","52","50","107"
"9013.d.33","5","65","62","132"
"9013.d.34","3","40","38","81"
"9013.d.35","5","33","29","67"
"9013.d.36","8","69","63","140"
"9013.d.37","6","76","72","154"
"9013.d.38","3","54","51","108"
"9013.d.39","2","55","53","110"
"9013.d.40","2","57","55","114"
"9013.d.41","3","48","45","96"
"9013.d.42","5","49","45","99"
"9013.d.43","7","47","42","96"
"9013.d.44","6","41","36","83"
"9013.d.45","4","34","30","68"
"9013.d.46","7","40","35","82"
"9013.d.47","10","53","46","109"
"9013.d.48","11","40","32","83"
"9013.d.49","10","35","29","74"
"9013.d.50","7","40","36","83"
"9013.d.51","6","33","29","68"
"9013.d.52","7","33","27","67"
"9013.d.53","6","48","42","96"
"9013.d.54","4","51","47","102"
"9013.d.55","6","46","41","93"
"9013.d.56","6","43","40","89"
"9013.d.57","4","43","41","88"
"9013.d.58","4","48","45","97"
"9013.d.59","5","50","47","102"
"9013.d.60","4","42","40","86"
"9016.d.2","6","16","15","37"
"9016.d.3","10","31","30","71"
"9016.d.4","7","25","22","54"
"9016.d.5","7","16","12","35"
"9016.d.6","5","23","22","50"
"9016.d.7","5","28","25","58"
"9016.d.8","6","18","14","38"
"9016.d.9","7","14","12","33"
"9016.d.10","8","15","12","35"
"9016.d.11","9","23","20","52"
"9016.d.12","12","31","28","71"
"9016.d.13","14","31","29","74"
"9016.d.14","12","51","44","107"
"9016.d.15","9","54","46","109"
"9016.d.16","13","42","38","93"
"9016.d.17","17","43","42","102"
"9016.d.18","16","43","40","99"
"9016.d.19","14","50","46","110"
"9016.d.20","12","50","47","109"
"9016.d.21","12","49","44","105"
"9016.d.22","10","41","37","88"
"9016.d.23","11","40","35","86"
"9016.d.24","15","70","61","146"
"9016.d.25","16","91","83","190"
"9016.d.26","16","69","63","148"
"9016.d.27","16","49","39","104"
"9016.d.28","13","38","28","79"
"9016.d.29","12","28","22","62"
"9016.d.30","14","34","26","74"
"9016.d.31","17","36","26","79"
"9016.d.32","13","39","30","82"
"9016.d.33","11","36","33","80"
"9016.d.34","11","39","37","87"
"9016.d.35","13","50","43","106"
"9016.d.36","17","43","34","94"
"9016.d.37","19","53","42","114"
"9016.d.38","21","61","47","129"
"9016.d.39","17","39","32","88"
"9016.d.40","15","41","34","90"
"9016.d.41","14","55","48","117"
"9016.d.42","14","72","64","150"
"9016.d.43","16","70","60","146"
"9016.d.44","15","50","42","107"
"9016.d.45","19","46","35","100"
"9016.d.46","18","41","32","91"
"9016.d.47","15","37","28","80"
"9016.d.48","17","37","28","82"
"9016.d.49","17","40","31","88"
"9016.d.50","15","37","34","86"
"9016.d.51","17","35","31","83"
"9016.d.52","15","31","24","70"
"9016.d.53","17","28","17","62"
"9016.d.54","19","28","15","62"
"9016.d.55","15","25","17","57"
"9016.d.56","14","30","24","68"
"9016.d.57","14","40","34","88"
"9016.d.58","14","42","36","92"
"9016.d.59","13","41","35","89"
"9016.d.60","12","37","28","77"
"9018.d.2","1","1","1","3"
"9018.d.3","1","5","4","10"
"9018.d.4","2","13","12","27"
"9018.d.5","1","9","8","18"
"9018.d.6","1","8","7","16"
"9018.d.7","2","17","15","34"
"9018.d.8","2","13","11","26"
"9018.d.9","2","13","11","26"
"9018.d.10","5","15","11","31"
"9018.d.11","6","11","7","24"
"9018.d.12","3","14","12","29"
"9018.d.13","2","13","11","26"
"9018.d.14","2","10","7","19"
"9018.d.15","5","13","8","26"
"9018.d.16","4","18","14","36"
"9018.d.17","2","23","22","47"
"9018.d.18","3","21","19","43"
"9018.d.19","5","15","11","31"
"9018.d.20","4","8","5","17"
"9018.d.21","3","7","4","14"
"9018.d.22","4","15","11","30"
"9018.d.23","3","13","11","27"
"9018.d.24","4","9","7","20"
"9018.d.25","5","14","10","29"
"9018.d.26","5","15","11","31"
"9018.d.27","5","11","8","24"
"9018.d.28","3","8","5","16"
"9018.d.29","2","10","8","20"
"9018.d.30","2","10","8","20"
"9018.d.31","2","5","4","11"
"9018.d.32","2","6","6","14"
"9018.d.33","2","9","10","21"
"9018.d.34","2","10","11","23"
"9018.d.35","2","10","9","21"
"9018.d.36","2","10","8","20"
"9018.d.37","2","8","7","17"
"9018.d.38","4","10","7","21"
"9018.d.39","9","16","8","33"
"9018.d.40","7","13","6","26"
"9018.d.41","5","10","6","21"
"9018.d.42","7","15","9","31"
"9018.d.43","8","20","12","40"
"9018.d.44","7","16","9","32"
"9018.d.45","4","8","4","16"
"9018.d.46","5","9","4","18"
"9018.d.47","6","11","5","22"
"9018.d.48","4","8","5","17"
"9018.d.49","5","10","6","21"
"9018.d.50","5","12","7","24"
"9018.d.51","4","8","5","17"
"9018.d.52","4","10","7","21"
"9018.d.53","4","14","10","28"
"9018.d.54","8","17","11","36"
"9018.d.55","9","14","7","30"
"9018.d.56","4","6","2","12"
"9018.d.57","2","6","5","13"
"9018.d.58","2","8","8","18"
"9018.d.59","6","11","11","28"
"9018.d.60","8","14","12","34"
